smiles,HOMO,LUMO,gap
CC1=CC([Si](CC(CCCC)CC)(CC(CCCC)CC)C2=C3SC(C4=C5C(C(C(C=C(CCCCCC)C(CCCCCC)=C6)=C6C5=O)=O)=C(C)S4)=C2)=C3S1,5.33,3.52,1.63
CC1=CC([Si](CC(CCCC)CC)(CC(CCCC)CC)C2=C3SC(C4=C5C(C(C6=C(CCCCCC)SC(CCCCCC)=C6C5=O)=O)=C(C)S4)=C2)=C3S1,5.33,3.39,1.72
O=C1C2=C(C=C(CCCCCC)C(CCCCCC)=C2)C(C3=C(C)SC(C4=CC5=C(C(OCC(CCCC)CC)=C(C=C(C)S6)C6=C5OCC(CCCC)CC)S4)=C31)=O,5.4,3.5,1.86
O=C1C2=C(CCCCCC)SC(CCCCCC)=C2C(C3=C(C)SC(C4=CC5=C(C(OCC(CCCC)CC)=C(C=C(C)S6)C6=C5OCC(CCCC)CC)S4)=C31)=O,5.41,3.45,1.92
CC1=CC2=C(C(SC(C3=CC(CCCCCCCC)=C(C4=CC=C(C5=C(CCCCCCCC)C=C(C)S5)C6=NSN=C46)S3)=C7)=C7N2C8=CC=C(CCCCCCCC)C=C8)S1,5.27,3.57,1.62
CC1=C(CCCCCC)C(CCCCCC)=C(C2=CC=C(C3=CC=C(C)S3)S2)S1,5.15,3.19,1.96
CC1=C(CCCCCCCC)C(CCCCCCCC)=C(C2=CC=C(C3=CC=C(C)S3)S2)S1,5.14,3.17,1.97
CC1=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=C(C2=CC=C(C3=CC=C(C)S3)S2)S1,5.17,3.18,1.99
CC1=CC=C(C2=C(OCCCCCCCC)C(OCCCCCCCC)=C(C3=CC=C(/C=C/C)S3)C4=NSN=C24)S1,5.01,3.03,1.69
CC1=CC=C(C2=C(OCCCCCCCC)C(OCCCCCCCC)=C(C3=CC=C(/C(F)=C(F)/C)S3)C4=NSN=C24)S1,5.2,3.14,1.79
CC1=NC2=C(C=C(OC(/C=C/C3=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=C(/C=C/C)S3)=N4)C4=C2)O1,5.19,3.02,2.17
CC1=NC2=C(C=C(N=C(/C=C/C3=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=C(/C=C/C)S3)O4)C4=C2)O1,5.14,3.1,2.04
CC1=CC(CCCCCCCCCCCC)=C(/C=C/C2=C(CCCCCCCCCCCC)C=C(C)S2)S1,5.3,3.65,1.77
CC1=CC(CCCCCCCCCCCC)=C(/C=C/C2=C(CCCCCCCCCCCC)C=C(C3=CC=C(C)C4=NSN=C34)S2)S1,4.89,3.69,1.37
CC1=CC(CCCCCCCCCCCC)=C(/C=C/C2=C(CCCCCCCCCCCC)C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=NSN=C46)S3)S2)S1,4.95,3.39,1.57
CC1=CC2=C(C(C=CC(C3=CC(/C=C/C4=CC=C(/C=C(C(OCCCCCCCC)=O)\C#N)S4)=C(C)S3)=C5)=C5N2C(CCCCCCCC)CCCCCCCC)C=C1,5.57,3.39,2.18
CC1=CC2=C(C(C=CC(C3=CC(/C=C/C4=CC=C(/C=C(C#N)\C#N)S4)=C(C)S3)=C5)=C5N2C(CCCCCCCC)CCCCCCCC)C=C1,5.6,3.55,2.05
CC1=CC2=C(C(C=CC(C3=CC(/C=C/C4=CC=C(/C=C5C(N(CC)C(N(CC)C/5=O)=S)=O)S4)=C(C)S3)=C6)=C6N2C(CCCCCCCC)CCCCCCCC)C=C1,5.59,3.65,1.94
CC1=CC(CCCCCCCCCCCC)=C(C2=CC=C(C3=CC=C(C4=C(CCCCCCCCCCCC)C=C(C5=CC=C(C6=C7C(C(N6CC(CCCC)CC)=O)=C(C8=CC=C(C)S8)N(CC(CC)CCCC)C7=O)S5)S4)S3)S2)S1,5.19,3.64,1.36
CC1=CC(CCCCCCCCCCCC)=C(C2=CC=C(/C=C/C3=CC=C(C4=C(CCCCCCCCCCCC)C=C(C5=CC=C(C6=C7C(C(N6CC(CCCC)CC)=O)=C(C8=CC=C(C)S8)N(CC(CC)CCCC)C7=O)S5)S4)S3)S2)S1,5.05,3.66,1.33
CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=C4C(C(C(C=C(CCCCCC)C=C5)=C5C4=O)=O)=C(C)S3)S6)C6=C2OCC(CCCC)CC)S1,5.14,3.28,1.82
CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=C4C(C(C(C=C(C(C)(C)C)C=C5)=C5C4=O)=O)=C(C)S3)S6)C6=C2OCC(CCCC)CC)S1,5.19,3.3,1.83
CC1=CC2=C(OCC(CCCC)CC)C3=C(C=C(C4=C5C(C(C(C=C(OCCCCCCCC)C(OCCCCCCCC)=C6)=C6C5=O)=O)=C(C)S4)S3)C(OCC(CC)CCCC)=C2S1,5.19,3.38,1.81
CC1=CC2=C(OCC(CCCC)CC)C3=C(C=C(C4=C5C(C(C(C=C(OCCCCCCCC)C=C6)=C6C5=O)=O)=C(C)S4)S3)C(OCC(CC)CCCC)=C2S1,5.23,3.33,1.8
CC1=CC2=C(OCC(CCCC)CC)C3=C(C=C(C4=C5C(C(C(C=C(CCCCCCCC)C=C6)=C6C5=O)=O)=C(C)S4)S3)C(OCC(CC)CCCC)=C2S1,5.27,3.39,1.79
CC1=CC2=C(C3=CC=C(CC(CC)CCCC)S3)C4=C(C=C(C5=CC=C(C(N(CC(CCCC)CCCCCC)C6=O)=C7C6=C(C8=CC=C(C)S8)N(CC(CCCCCC)CCCC)C7=O)S5)S4)C(C9=CC=C(CC(CCCC)CC)S9)=C2S1,5.3,3.63,1.44
CC1=CC2=C(C(C=C3)=CC=C3CC(CC)CCCC)C4=C(C=C(C5=CC=C(C(N(CC(CCCC)CCCCCC)C6=O)=C7C6=C(C8=CC=C(C)S8)N(CC(CCCCCC)CCCC)C7=O)S5)S4)C(C(C=C9)=CC=C9CC(CCCC)CC)=C2S1,5.35,3.56,1.46
CC1=CC2=C(C3=CC=C(CC(CC)CCCC)S3)C4=C(C=C(C5=CC=C(C(N(CC(CCCC)CC)C6=O)=C7C6=C(C8=CC=C(C)O8)N(CC(CC)CCCC)C7=O)O5)S4)C(C9=CC=C(CC(CCCC)CC)S9)=C2S1,5.26,3.64,1.55
CC1=CC2=C(C(C=C3)=CC=C3CC(CC)CCCC)C4=C(C=C(C5=CC=C(C(N(CC(CCCC)CCCCCC)C6=O)=C7C6=C(C8=CC=C(C)O8)N(CC(CCCCCC)CCCC)C7=O)O5)S4)C(C(C=C9)=CC=C9CC(CCCC)CC)=C2S1,5.33,3.57,1.52
CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=NC(/C=C/C4=C(CCCCCC)C=C(C5=CC=C(C6=CC(CCCCCC)=CS6)C7=NSN=C75)S4)=C(C)S3)S8)C8=C2OCC(CC)CCCC)S1,5.58,3.65,1.91
CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=NC(/C=C/C4=C(CCCCCC)C=C(C5=C(F)C(F)=C(C6=CC(CCCCCC)=CS6)C7=NSN=C75)S4)=C(C)S3)S8)C8=C2OCC(CC)CCCC)S1,5.59,3.57,1.92
CC1=CC=C(C2=C(CCCCCC)N=C(C3=NC(CCCCCC)=C(C4=CC=C(C5=CC6=C(C(OCCCCCCCC)=C(OCCCCCCCC)C7=C6C=C(C)S7)S5)S4)S3)S2)S1,5.16,2.82,2.01
CC1=C(CCCCCC)C=C(C(S2)=NC3=C2N=C(S3)C4=CC(CCCCCC)=C(C5=CC6=C(C(OCCCCCCCC)=C(OCCCCCCCC)C7=C6C=C(C)S7)S5)S4)S1,5.19,2.9,1.91
CC1=C(CCCCCC)C=C(C2=CC=C(C3=NSN=C32)C4=CC(CCCCCC)=C(C5=CC6=C(C(OCCCCCCCC)=C(OCCCCCCCC)C7=C6C=C(C)S7)S5)S4)S1,5.09,3.1,1.7
CC1=CC2=C(S1)C(OCCCCCCCC)=C(OCCCCCCCC)C3=C2C=C(S3)C4=CC=C(C5=C6C(C(N5CC(CCCC)CC)=O)=C(C7=CC=C(C)S7)N(CC(CC)CCCC)C6=O)S4,5.01,3.36,1.41
CC1=CC2=C(C3=CC=C(CC(CC)CCCC)[Se]3)C(SC(C4=CC=C(C5=C(OCC(CCCCCCC)(CCCCCCC)CO6)C6=C(C7=CC=C(C)C8=NSN=C78)S5)C9=NSN=C49)=C%10)=C%10C(C%11=CC=C(CC(CC)CCCC)[Se]%11)=C2S1,5.34,3.7,1.64
CC1=CC2=C(C3=CC=C(CC(CC)CCCC)[Se]3)C(SC(C4=C(C(N(CC(CC)CCCC)C5=O)=O)C5=C(C)S4)=C6)=C6C(C7=CC=C(CC(CC)CCCC)[Se]7)=C2S1,5.73,3.88,1.85
CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C(CC(CCCC)CC)C=C(C4=NN=C(C5=CC(CC(CCCC)CC)=C(C)S5)N=N4)S3)S6)C6=C2OCC(CCCC)CC)S1,5.42,3.58,1.85
CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=CC(/C=C/C4=CC=C(C5=CC=C(C6=C7C(C(N6CC(CC)CCCC)=O)=C(C8=CC=CS8)N(CC(CC)CCCC)C7=O)S5)S4)=C(C)S3)S9)C9=C2OCC(CCCC)CC)S1,5.34,3.52,1.73
CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=CC4=C(/C(C(N4CC(CCCCCC)CCCCCCCC)=O)=C5C(N(CC(CCCCCC)CCCCCCCC)C6=C\5C=CC(C)=C6)=O)C=C3)S7)C7=C2OCC(CCCC)CC)S1,5.82,3.88,1.58
CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=CC=C(C4=CC5=C(/C(C(N5CC(CCCCCC)CCCCCCCC)=O)=C6C(N(CC(CCCCCC)CCCCCCCC)C7=C\6C=CC(C8=CC=C(C)S8)=C7)=O)C=C4)S3)S9)C9=C2OCC(CCCC)CC)S1,5.78,3.91,1.61
CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=C(CCCCCCCC)C=C(C4=CC5=C(/C(C(N5CC(CCCCCC)CCCCCCCC)=O)=C6C(N(CC(CCCCCC)CCCCCCCC)C7=C\6C=CC(C8=CC(CCCCCCCC)=C(C)S8)=C7)=O)C=C4)S3)S9)C9=C2OCC(CCCC)CC)S1,5.74,3.91,1.59
CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(SC(C(C(CC)CCCC)=O)=C4)=C(C)S3)O5)C5=C2OCC(CC)CCCC)O1,5.27,3.69,1.48
CC(C1=NSN=C12)=CC=C2C3=CC(C4=C5SC(C(CCCCCCCC)CCCCCCCC)=C4)=C(S3)C6=C5C=C(C)S6,5.09,3.34,1.75
CC1=CC(C2=C3SC(CCCCCCCCCCCCCCCC)=C2)=C(S1)C4=C3C=C(C5=C6C(C(N(CCCCCCCCCCCC)C6=O)=O)=C(C)S5)S4,4.96,3.69,1.27
CC1=CC(C2=C3SC(CCCCCCCCCCCCCCCC)=C2)=C(S1)C4=C3C=C(C5=CC(OCCCCCCCCCCCCCCCCCCCC)=C(C6=NC(SC(C7=C(OCCCCCCCCCCCCCCCCCCCC)C=C(C)S7)=N8)=C8S6)S5)S4,5.15,3.52,1.63
CC1=CC(C2=C3SC(CCCCCCCCCCCCCCCC)=C2)=C(S1)C4=C3C=C(C5=C6C(C(N(CCCCCCCCCCCC)C6=O)=O)=C(C)S5)S4,5.41,3.61,1.8
CC1=CC(C2=C3SC(CCCCCCCCCCCCCCCC)=C2)=C(S1)C4=C3C=C(C5=CC=C(C6=C7C(N=C(C8=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C8)C(C9=CC=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C9)=N7)=C(C%10=CC=C(C)S%10)C%11=NSN=C6%11)S5)S4,4.8,3.6,1.2
CC1=CC2=C(C(SC(C3=C(CCCCCC)N=C(C4=NC(CCCCCC)=C(C)S4)S3)=C5)C5C6=C2C=C(C(CCCCCCCCCCC)CCCCCCCCCCCC)S6)S1,5.65,3.6,2.05
CC1=CC2=C(C(SC(C3=CC=C(C)C4=NSN=C34)=C5)=C5C6=C2C=C(OCC(CCCC)CC)C(OCC(CCCC)CC)=C6)S1,5.22,3.44,1.63
CC1=CC2=C(C(SC(C3=C(CCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCC)=C(C)S5)C6=NSN=C46)S3)=C7)=C7C8=C2C=C(OCC(CCCC)CC)C(OCC(CCCC)CC)=C8)S1,5.14,3.54,1.64
CC1=C2C(SC(C(OCC(CC)CCCC)=O)=C2F)=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)O5)C6=C(C=C(C)S6)C(C7=CC=C(CC(CC)CCCC)O7)=C4S3)S1,5.19,3.64,1.55
CC1=C2C(SC(C(OCC(CC)CCCC)=O)=C2F)=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)S5)C6=C(C=C(C)S6)C(C7=CC=C(CC(CC)CCCC)S7)=C4S3)S1,5.24,3.66,1.58
CC1=C2C(SC(C(OCC(CC)CCCC)=O)=C2F)=C(C3=CC4=C(C5=CC=C(CC(CCCC)CC)[Se]5)C6=C(C=C(C)S6)C(C7=CC=C(CC(CC)CCCC)[Se]7)=C4S3)S1,5.29,3.71,1.58
CC1=CC2=C(C3=CC=C(C4=CC=C(C5=C(OCC(CC)CCCC)C(OCC(CCCC)CC)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)C=C3C(CCCCCCCC)(CCCCCCCC)O2)C=C1,5.51,3.49,2.02
CC1=CC2=C(C3=CC=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)C=C3C(CCCCCCCC)(CCCCCCCC)O2)C=C1,5.44,3.46,1.98
CC1=CC2=C(C3=CC=C(C4=CC=C(C5=C(OCCCCCCCC)C=C(C6=CC=C(C)S6)C7=NSN=C75)S4)C=C3C(CCCCCCCC)(CCCCCCCC)O2)C=C1,5.32,3.5,1.82
CC1=CC2=C(C3=CC=C(C4=CC=C(C5=C(OCCCCCCCC)C(F)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)C=C3C(CCCCCCCC)(CCCCCCCC)O2)C=C1,5.57,3.63,1.94
CC(S1)=CC2=C1C(C3=CC=C(C4=CC=C(OCC(CCCC)CC)C=C4)S3)=C(C=C(C5=C(CCCCCCCC)C=C(C6=C(C(N(CC(CC)CCCC)C7=O)=O)C7=C(C8=CC(CCCCCCCC)=C(C)S8)S6)S5)S9)C9=C2C%10=CC=C(C%11=CC=C(OCC(CCCC)CC)C=C%11)S%10,5.41,3.59,1.82
CC(S1)=CC2=C1C(C3=CC=C(C4=CC=C(OCC(CCCC)CC)C(F)=C4)S3)=C(C=C(C5=C(CCCCCCCC)C=C(C6=C(C(N(CC(CC)CCCC)C7=O)=O)C7=C(C8=CC(CCCCCCCC)=C(C)S8)S6)S5)S9)C9=C2C%10=CC=C(C%11=CC(F)=C(OCC(CCCC)CC)C=C%11)S%10,5.43,3.61,1.82
CC1=CC2=C(C(C3=CC=C(S3)C4=CC(F)=C(C(F)=C4)OCC(CC)CCCC)=C5C=C(SC5=C2C6=CC=C(S6)C7=CC(F)=C(C(F)=C7)OCC(CC)CCCC)C8=C(C=C(S8)C9=C(C%10=C(S9)C%11=CC(CCCCCCCC)=C(S%11)C)C(N(C%10=O)CC(CCCC)CC)=O)CCCCCCCC)S1,5.5,3.68,1.82
CC1=CC(OCC(CCCCCCCC)CCCCCC)=C(C2=CC=C(C3=C(F)C(F)=C(C4=CC=C(C)S4)C5=NSN=C35)S2)C=C1OCC(CCCCCC)CCCCCCCC,5.34,3.59,1.75
CC1=CC(SC2=C3SC(C4=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C5=CC=C(C6=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C)S6)C7=NSN=C75)S4)=C2)=C3S1,4.87,3.3,1.57
CC1=CC(SC2=C3SC(C4=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C5=C(F)C=C(C6=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C)S6)C7=NSN=C75)S4)=C2)=C3S1,4.91,3.35,1.56
CC1=CC(SC2=C3SC(C4=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C5=C(F)C(F)=C(C6=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C)S6)C7=NSN=C75)S4)=C2)=C3S1,5.11,3.52,1.59
CC1=C(OCC(CCCCCCCC)CCCCCC)C(F)=C(C2=CC=C(C)S2)C3=NSN=C31,5.56,3.83,1.73
CC1=C(C(N(CC(CC)CCCC)C2=O)=O)C2=C(C3=NSN=C31)C4=CC(S5)=C(S4)C6=C5C7=C(C6(C8=CC=CC(CCCCCC)=C8)C9=CC(CCCCCC)=CC=C9)C=C%10C%11=C(C(SC(C)=C%12)=C%12S%11)C(C%13=CC(CCCCCC)=CC=C%13)(C%14=CC=CC(CCCCCC)=C%14)C%10=C7,5.89,3.84,1.49
CC1=C(F)C=C(C2=C(CC(CC)CCCC)C=C(C3=C4C(C(C5=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C5C4=O)=O)=C(C6=CC(CC(CCCC)CC)=C(C7=CC(F)=C(C)S7)S6)S3)S2)S1,5.42,3.53,1.74
CC1=CC2=C(C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)=C6C5=C(C7=CC=C(C)S7)N(CC(CCCCCCCCCC)CCCCCCCC)C6=O)S4)S8)C8=C2C9=CC=C(CC(CC)CCCC)S9)S1,5.27,3.86,1.41
CC1=CC2=C(C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C7=O)=O)C7=C(C8=CC=C(C)S8)S5)S4)S9)C9=C2C%10=CC=C(CC(CC)CCCC)S%10)S1,5.47,3.54,1.78
CC1=CC2=C(C(OCCCCCCCCCC=C)=C(C=C(C3=C4C(SC(C(OCC(CC)CCCC)=O)=C4F)=C(C)S3)S5)C5=C2OCCCCCCCCCC=C)S1,5.15,3.24,1.64
CC1=CC=C(C2=CC3=C(C=C(C4=CC=C(C5=CC(C(C6=CC=C(CC(CCCC)CCCCCC)S6)=C(SC(C)=C7)C7=C8C9=CC=C(CC(CCCC)CCCCCC)S9)=C8S5)S4)C%10=C3N=C(C%11=CC=C(CCCCCCCC)S%11)C(C%12=CC=C(CCCCCCCC)S%12)=N%10)C%13=C2N=C(C%14=CC=C(CCCCCCCC)S%14)C(C%15=CC=C(CCCCCCCC)S%15)=N%13)S1,5.24,3.42,1.8
CC1=CC=C(C2=CC3=C(C=C(C4=CC=C(C5=CC(C(C6=CC=C(SCC(CCCC)CCCCCC)S6)=C(SC(C)=C7)C7=C8C9=CC=C(SCC(CCCC)CCCCCC)S9)=C8S5)S4)C%10=C3N=C(C%11=CC=C(CCCCCCCC)S%11)C(C%12=CC=C(CCCCCCCC)S%12)=N%10)C%13=C2N=C(C%14=CC=C(CCCCCCCC)S%14)C(C%15=CC=C(CCCCCCCC)S%15)=N%13)S1,5.31,3.46,1.81
CC1=CC=C(C2=C3C(C(N2CC(CCCCCCCC)CCCCCCCCCC)=O)=C(C4=CC5=C(C=C(C6=CC=C(C)S6)S5)S4)N(CC(CCCCCCCCCC)CCCCCCCC)C3=O)S1,4.8,3.44,1.36
CC1=CC=C(C2=C3C(C(N2CC(CCCCCCCC)CCCCCC)=O)=C(C4=CC(C)=C(C5=CC=C(C)S5)S4)N(CC(CCCCCC)CCCCCCCC)C3=O)S1,4.8,3.46,1.34
CC1=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C4=CC=C(C5=CC=C(C)S5)S4)S3)C6=NON=C62)S1,5.51,3.85,1.66
O=C(N1CC(CCCCCCCCCC)CCCCCCCCCCCC)C2C=C(C)SC2C3=C(C(SC(C(SC(C4=CC=C(C5=CC=C(C)S5)S4)=C6)=C6C(N7CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C8C7=O)=C8S3)C1=O,5.7,3.22,1.78
O=C(N1CC(CCCCCC)CCCCCCCC)C2C=C(C)SC2C3=C(C(SC(C(SC(C4=C(CCCCCCCCCCCC)C=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)=C6)=C6C(N7CC(CCCCCC)CCCCCCCC)=O)=C8C7=O)=C8S3)C1=O,5.58,3.31,1.71
O=C(N1CC(CCCCCCCCCC)CCCCCCCCCCCC)C2C=C(C)SC2C3=C(C(SC(C(SC(C4=CC(SC(C)=C5)=C5S4)=C6)=C6C(N7CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C8C7=O)=C8S3)C1=O,5.85,3.4,1.73
O=C(N1CC(CCCCCCCCCC)CCCCCCCCCCCC)C2C=C(C)SC2C3=C(C(SC(C(SC(C4=CN=C(C5=NC=C(C)S5)S4)=C6)=C6C(N7CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C8C7=O)=C8S3)C1=O,6.12,3.56,1.91
CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=CC=C(C5=CC(CC(CC)CCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2C8=CC=CC=C8,5.03,3.3,1.73
CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=CC=C(C5=CC(CC(CC)CCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2C8=CC=C(OCC(CC)CCCC)C=C8,5.01,3.29,1.72
CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=C(F)C(F)=C(C5=CC(CC(CC)CCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2C8=CC=CC=C8,5.06,3.3,1.76
CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=C(F)C(F)=C(C5=CC(CC(CC)CCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2C8=CC=C(OCC(CC)CCCC)C=C8,5.03,3.28,1.75
CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C4C(C(F)=C(C(OCC(CC)CCCC)=O)S4)=C(C)S3)S5)C5=C2C6=CC=CC=C6,5.1,3.42,1.68
CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C4C(C(F)=C(C(OCC(CC)CCCC)=O)S4)=C(C)S3)S5)C5=C2C6=CC=C(OCC(CC)CCCC)C=C6,5.06,3.39,1.67
CC1=CC=C(C2=CC(CC(CCCC)CCCCCC)=C(C3=C(OCC(CCCCC)CCC)C=C(C)S3)S2)C4=NSN=C41,4.94,3.56,1.37
CC1=CC(F)=C(C2=CC(CC(CCCC)CCCCCC)=C(C3=C(OCC(CCCCC)CCC)C=C(C)S3)S2)C4=NSN=C41,5.13,3.76,1.37
CC1=C(F)C(F)=C(C2=CC(CC(CCCC)CCCCCC)=C(C3=C(OCC(CCCCC)CCC)C=C(C)S3)S2)C4=NSN=C41,5.2,3.74,1.46
CC1=CC2=C(C(C3=CC=C(C4=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C5)=C5C=C4)S3)=C(C=C(C6=C(CCCCCCCC)C=C(C7=CC=C(C8=CC(CCCCCCCC)=C(C)S8)C9=NSN=C97)S6)S%10)C%10=C2C%11=CC=C(C%12=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C%13)=C%13C=C%12)S%11)S1,5.05,3.45,1.6
CC1=CC2=C(C(C3=CC=C(C4=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C5)=C5C=C4)S3)=C(C=C(C6=C(CCCCCCCC)C=C(C7=CC(F)=C(C8=CC(CCCCCCCC)=C(C)S8)C9=NSN=C97)S6)S%10)C%10=C2C%11=CC=C(C%12=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C%13)=C%13C=C%12)S%11)S1,5.09,3.49,1.6
CC1=CC2=C(C(C3=CC=C(C4=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C5)=C5C=C4)S3)=C(C=C(C6=C(CCCCCCCC)C=C(C7=C(F)C(F)=C(C8=CC(CCCCCCCC)=C(C)S8)C9=NSN=C97)S6)S%10)C%10=C2C%11=CC=C(C%12=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C%13)=C%13C=C%12)S%11)S1,5.06,3.41,1.65
CC1=CC(N(CCCCCCCC)C(C2=CC3=CN=C(/C=C4C(C=CC(C5=CC6=C(C(C7=CC(CCCCCCCC)=C(CCCCCCCC)S7)=C(C=C(C)S8)C8=C6C9=CC(CCCCCCCC)=C(CCCCCCCC)S9)S5)=C%10)=C%10N(CCCCCCCC)C\4=O)C=N3)=O)=C2C=C1,5.48,3.64,1.63
CC1=CC(N(CCCCCCCC)C(C2=CC3=CN=C(/C=C4C(C=CC(C5=CC6=C(S5)C7=C(C(C8=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S8)=C(C(SC(C)=C9)=C9S%10)C%10=C7C%11=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S%11)S6)=C%12)=C%12N(CCCCCCCC)C\4=O)C=N3)=O)=C2C=C1,5.4,3.58,1.64
CC(S1)=CC2=C1C(C3=CC(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(C(C6=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C6C7=O)=O)C7=C(C8=CC=C(C)S8)S5)S4)S9)C9=C2C%10=CC(OC)=C(CC(CC)CCCC)S%10,5.28,3.22,1.83
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(C(C6=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C6C7=O)=O)C7=C(C8=CC=C(C)S8)S5)S4)S9)C9=C2C%10=CC=C(CC(CC)CCCC)S%10,5.16,3.11,1.82
CC(S1)=CC2=C1C(C3=CC(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=C5N=C(C8=CC(OCCCCCCCC)=CC=C8)C(C9=CC(OCCCCCCCC)=CC=C9)=N7)S4)S%10)C%10=C2C%11=CC(OC)=C(CC(CC)CCCC)S%11,5.22,3.21,1.78
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=C5N=C(C8=CC(OCCCCCCCC)=CC=C8)C(C9=CC(OCCCCCCCC)=CC=C9)=N7)S4)S%10)C%10=C2C%11=CC=C(CC(CC)CCCC)S%11,5.1,3.15,1.73
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CCCCCC)S3)=C(C=C(C4=CC=C(C5=CC(Cl)=C(C6=CC(CCCCCCCCCCCC)=C(C)S6)C7=NSN=C57)S4)S8)C8=C2C9=CC=C(CC(CCCC)CCCCCC)S9,5.47,3.7,1.7
CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CCCCCC)S3)=C(C=C(C4=CC=C(C5=CC(Cl)=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C57)S4)S8)C8=C2C9=CC=C(CC(CCCC)CCCCCC)S9,5.5,3.73,1.69
