smiles,HOMO,LUMO,gap
CC1=C2C(C(N(C(CCCCCCCC)CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)O1,5.65,3.8,1.93
CC1=C2C(C(N(CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)O1,5.54,3.75,1.87
CC1=C2C(C(N(C(CCCCCCCC)CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)[Se]4)S3)S1,5.49,3.82,1.78
CC1=C2C(C(N(C(CCCCCCCC)CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)[Se]4)S3)[Se]1,5.48,3.69,1.76
CC1=C2C(C(N(CCCCCCCC)C2=O)=O)=C(C3=CC4=C(C(SC(C)=C5)=C5[Si]4(CC(CC)CCCC)CC(CC)CCCC)S3)[Se]1,5.55,3.82,1.68
CC1=CC=C(S1)C(S2)=CC3=C2C(N=C(C(N(CC(CCCCCCCCCC)CCCCCCCC)C4=O)=O)C4=N5)=C5C6=C3C=C(C)S6,5.73,3.76,1.84
CC1=CC(C(C=C(C2=CC=C(C3=CC=C(C)S3)S2)S4)=C4C5=C6N=C7C(C(N(CC(CCCCCCCCCC)CCCCCCCC)C7=O)=O)=N5)=C6S1,5.54,3.8,1.7
CC1=CC(N(CC(CCCCCC)CCCC)C(C2=C3SC(C4=CC(C(OCC(CCCC)CC)=C(SC(C)=C5)C5=C6OCC(CCCC)CC)=C6S4)=C2)=O)=C3S1,5.27,2.68,2.0
CC1=CC(N(CC(CCCCCC)CCCC)C(C2=C3SC(C4=CC(C(CCC(CCCC)CC)=C(SC(C)=C5)C5=C6CCC(CCCC)CC)=C6S4)=C2)=O)=C3S1,5.47,2.68,1.97
CC1=CC(N(CC(CCCCCC)CCCC)C(C2=C3SC(C4=CC(C(C5=CC=C(CC(CC)CCCC)S5)=C(SC(C)=C6)C6=C7C8=CC=C(CC(CC)CCCC)S8)=C7S4)=C2)=O)=C3S1,5.36,2.83,1.9
CC1=CC(N(CC(CCCCCC)CCCC)C(C2=C3SC(C4=CC(CCCCCC)=C(C5=C(CCCCCC)C=C(C)S5)S4)=C2)=O)=C3S1,5.59,2.77,2.03
CC1=CC(N(CC(CCCCCC)CCCC)C(C2=C3SC(C4=CC5=C(C(SC(C)=C6)=C6[Si]5(CCCCCCCC)CCCCCCCC)S4)=C2)=O)=C3S1,5.39,2.87,1.82
CC1=CC([Si]2(CCCCCCCC)CCCCCCCC)=C(S1)C3=C2C=C(S3)C4=CC(OCCCCCCCC)=C(C5=NC(SC(C6=C(OCCCCCCCC)C=C(C)S6)=N7)=C7S5)S4,5.0,3.27,1.73
CC1=CC([Si]2(CCCCCCCC)CCCCCCCC)=C(S1)C3=C2C=C(S3)C4=CC(CCCCCCCC)=C(C5=NC(SC(C6=C(CCCCCCCC)C=C(C)S6)=N7)=C7S5)S4,5.1,3.31,1.79
CC1=CC([Si]2(C[C@H](CC)CCCC)C[C@H](CC)CCCC)=C(S1)C3=C2C=C(S3)C4=CC(C[C@@H](CCCC)CC)=C(C5=NC(SC(C6=C(CC(CCCC)CC)C=C(C)S6)=N7)=C7S5)S4,5.1,3.3,1.82
O=C(C1=C2SC(C3=CC(C(N(C[C@H](CCCCCCCCCC)CCCCCCCC)C4=C5SC(C6=CC7=C(C(OC[C@@H](CC)CCCC)=C(C=C(C)S8)C8=C7OC[C@@H](CCCC)CC)S6)=C4)=O)=C5S3)=C1)N(C[C@@H](CCCCCCCCCC)CCCCCCCC)C9=C2SC(C)=C9,5.53,2.68,1.98
O=C(C1=C2SC(C3=CC(C(N(C[C@H](CCCCCCCCCC)CCCCCCCC)C4=C5SC=C4C6=CC=C(C)[Se]6)=O)=C5S3)=C1)N(C[C@@H](CCCCCCCCCC)CCCCCCCC)C7=C2SC(C)=C7,5.51,2.8,1.8
CC1=CC(N(C[C@@H](CCCCCCCCCC)CCCCCCCC)C(C2=C3SC(C4=CC5=C(C(OC[C@H](CC)CCCC)=C(C=C(C)S6)C6=C5OC[C@@H](CCCC)CC)S4)=C2)=O)=C3S1,5.38,3.37,2.02
CC1=CC(N(C[C@@H](CCCCCCCCCC)CCCCCCCC)C(C2=C3SC(C4=CC5=C(C(C6=CC=C(CC(CCCC)CC)S6)=C(C=C(C)S7)C7=C5C8=CC=C(C[C@@H](CCCC)CC)S8)S4)=C2)=O)=C3S1,5.44,3.55,1.98
O=C(C1=C2SC(C3=CC(C(N(C[C@H](CCCCCCCCCC)CCCCCCCC)C4=C5SC=C4C6=CC=C(C)S6)=O)=C5S3)=C1)N(C[C@@H](CCCCCCCCCC)CCCCCCCC)C7=C2SC(C)=C7,5.52,2.74,1.86
CC1=C2C(N=C(CCCCCCCC)S2)=C(C3=CC=C(C4=CC=C(C)C=C4C5(CCCCCC)CCCCCC)C5=C3)S1,5.58,3.55,2.17
CC1=C2C(N=C(CCCCCCCC)S2)=C(C3=CC=C(C4=CC=C(C)C=C4N5C(CCCCCC)CCCCCC)C5=C3)S1,5.46,3.56,2.11
CC1=C2C(N=C(CCCCCCCC)S2)=C(C3=CC4=C(C(OCC(CCCC)CC)=C(C=C(C)S5)C5=C4OCC(CC)CCCC)S3)S1,5.24,3.57,1.73
CC1=CC=C(C(C2(CCCCCC)CCCCCC)=C1)C3=C2C=C(C4=CC=C(C5=CC=C(C6=CC=C(C7=CC=C(C)S7)C8=NSN=C86)S5)C=C4C9(CCCCCC)CCCCCC)C9=C3,5.49,3.46,1.97
CC1=CC=C(C(C2(CCCCCCCCCC)CCCCCCCCCC)=C1)C3=C2C=C(C4=CC=C(C5=CC=C(C6=CC=C(C7=CC=C(C)S7)C8=NSN=C86)S5)C=C4C9(CCCCCCCCCC)CCCCCCCCCC)C9=C3,5.45,3.36,2.0
CC1=CC=C(C(C2(CCCCCCCCCC)CCCCCCCCCC)=C1)C3=C2C=C(C4=CC=C(C5=CC=C(C6=CC=C(C7=CC=C(C)S7)C8=NC(C9=CC=CC=C9)C(C%10=CC=CC=C%10)N=C86)S5)C=C4C%11(CCCCCCCCCC)CCCCCCCCCC)C%11=C3,5.47,3.44,1.97
CC1=CC=C(S1)C(C2=NSN=C23)=CC=C3C4=CC=C(C5=CC=C6C7=CC8=C(C=C7C(CCCCCC)(CCCCCC)C6=C5)C9=CC%10=C(C(C=CC(C%11=CC=C(C)C=C%11)=C%12)=C%12C%10(CCCCCC)CCCCCC)C=C9C8(CCCCCC)CCCCCC)S4,5.45,3.45,1.96
CC1=CC=C(C2=CC=C(C(SC(C3=CC=C(C)C4=NSN=C43)=C5)=C5C6(CC(CC)CCCC)CC(CCCC)CC)C6=C2)S1,5.48,3.66,1.82
CC1=CC=C(C2=CC=C(C(SC(C3=C(F)C=C(C)C4=NSN=C43)=C5)=C5C6(CC(CC)CCCC)CC(CCCC)CC)C6=C2)S1,5.5,3.68,1.8
CC1=CC=C(S1)C(C2=NSN=C23)=C(OCCCCCCCC)C(OCCCCCCCC)=C3C4=CC=C(C5=CC(N(CCCCCCCC)C6=CC(C)=CC=C67)=C7C=C5)S4,5.21,3.35,1.95
CC1=C([H])C=C(C(S2)=C3C(C(N(CCCCCCCC)C3=O)=O)=C2C4=CC([H])=C(C5=CC(N(C(CCCCCCCC)CCCCCCCC)C6=CC(C)=CC=C67)=C7C=C5)S4)S1,5.71,3.74,2.05
CC1=C(CCCCCCCC)C=C(C(S2)=C3C(C(N(CCCCCCCC)C3=O)=O)=C2C4=CC(CCCCCCCC)=C(C5=CC(N(C(CCCCCCCC)CCCCCCCC)C6=CC(C)=CC=C67)=C7C=C5)S4)S1,5.47,3.39,2.21
CC1=C([H])C=C(C(S2)=C3C(C(N(CC(CCCCCCCC)CCCCCC)C3=O)=O)=C2C4=CC([H])=C(C5=CC(N(C(CCCCCCCC)CCCCCCCC)C6=CC(C)=CC=C67)=C7C=C5)S4)S1,5.5,3.5,2.06
CC1=CC=C(C(S2)=C3C(C(N(CC(CCCCCCCC)CCCCCC)C3=O)=O)=C2C4=CC=C(C5=CC(N(C(CCCCCCCC)CCCCCCCC)C6=CC(C)=CC=C67)=C7C=C5)S4)S1,5.72,3.69,2.03
CC1=CC=C(C(C=C2)=C(N3C(CCCCCCCC)CCCCCCCC)C=C2C4=CC5=C(C=C(C6=C(C(N(CC(CCCCCCCC)CCCCCC)C7=O)=O)C7=C(C8=CC9=C(C=C(C)S9)S8)S6)S5)S4)C3=C1,5.67,3.65,2.02
CC1=CC=C(C(C=C2)=C(N3C(CCCCCCCC)CCCCCCCC)C=C2C4=CC=C(C5=CC=C(C6=C(C(N(CC(CCCCCCCC)CCCCCC)C7=O)=O)C7=C(C8=CC=C(C9=CC=C(C)S9)S8)S6)S5)S4)C3=C1,5.57,3.66,1.91
CC1=C2C(N=C(C3=CC(OCC(CCCC)CC)=CC=C3)C(C4=CC=CC(OCC(CCCC)CC)=C4)=N2)=C(C5=CSC6=C5C(C=C(CCCCCC)S7)=C7C8=CC9=C(C=C86)N(CCCCCC)C(C9=C%10)=CC%11=C%10C(SC(CCCCCC)=C%12)=C%12C%13=C%11SC(C)=C%13)C=C1,5.31,3.42,1.89
CC1=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(C2=CSC3=C2C(C=C(CCCCCC)S4)=C4C5=CC6=C(C=C53)N(CCCCCC)C(C6=C7)=CC8=C7C(SC(CCCCCC)=C9)=C9C%10=C8SC(C)=C%10)C%11=NSN=C1%11,5.35,3.41,1.94
CC1=CC(C2(CCCCCC)CCCCCC)=C(C=C1)C3=C2C=C(C(C=C4C(C5=CC=C(C6=CC=C(C7=CC=C(C8=CC=C(C)S8)C9=NSN=C97)S6)C=C5C4(CCCCCC)CCCCCC)=C%10)=C%10N%11CC(CC)CCCC)C%11=C3,5.41,3.67,1.9
CC1=CC(C2(CCCCCC)CCCCCC)=C(C=C1)C3=C2C=C(C(C=C4C(C5=CC=C(C6=CC=C(C7=C(OCCCC)C(OCCCC)=C(C8=CC=C(C)S8)C9=NSN=C97)S6)C=C5C4(CCCCCC)CCCCCC)=C%10)=C%10N%11CC)C%11=C3,5.43,3.56,2.01
CC1=CC(C2(CCCCCC)CCCCCC)=C(C=C1)C3=C2C=C(C(C=C4C(C5=CC=C(C6=CC=C(C7=C(OCCCC)C(OCCCC)=C(C8=CC=C(C)S8)C9=NSN=C97)S6)C=C5C4(CCCCCC)CCCCCC)=C%10)=C%10N%11CC(CC)CCCC)C%11=C3,5.44,3.65,1.97
CC1=C(F)C=C(C2=CC(F)=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)S5)C6=NSN=C64)S3)C=C2N7CC(CCCCCC)CCCCCCCC)C7=C1,5.32,3.3,1.96
CC(C=C1)=CC=C1C2=C3C=C(OCCCCCCCC)C(OCCCCCCCC)=CC3=C(C4=CC=C(C5=CC=C(C6=C(OCCCCCCCC)C(OCCCCCCCC)=C(C7=CC=C(C)S7)C8=NSN=C86)S5)C=C4)C9=C2C=C(OCCCCCCCC)C(OCCCCCCCC)=C9,5.4,3.28,2.12
CC(C=C1)=CC=C1C2=C3C=C(OCCCCCCCC)C(OCCCCCCCC)=CC3=C(C4=CC=C(C5=CC=C(C6=C(N=C(C7=CC(OCCCCCCCC)=CC=C7)C(C8=CC=CC(OCCCCCCCC)=C8)=N9)C9=C(C%10=CC=C(C)S%10)C=C6)S5)C=C4)C%11=C2C=C(OCCCCCCCC)C(OCCCCCCCC)=C%11,5.3,3.19,2.11
CC1=CC=C(C(C=C(C2=CC=C(C3=C(OCCCCCCCC)C(OCCCCCCCC)=C(C4=CC=C(C)S4)C5=NSN=C35)S2)C=C6)=C6C7=C(C(OCC(CCCC)CC)=O)SC(C(OCC(CCCC)CC)=O)=C78)C8=C1,5.4,2.91,1.85
CC1=CC=C(C(C=CC(C2=CC=C(C3=C(OCCCCCCCC)C(OCCCCCCCC)=C(C4=CC=C(C)S4)C5=NSN=C35)S2)=C6)=C6C7=C(C(OCC(CCCC)CC)=O)SC(C(OCC(CCCC)CC)=O)=C78)C8=C1,5.7,3.18,1.85
CC1=CC=C(C2=C(C(N(CC(CC)CCCC)C3=O)=O)C3=C(C4=CC=C(C5=CC(C(OCCCCCCCCCCCC)=C(SC(C)=C6)C6=C7OCCCCCCCCCCCC)=C7S5)S4)C=C2)S1,5.36,3.02,2.1
CC1=CC=C(C2=C(C(N(CC(CC)CCCC)C3=O)=O)C3=C(C4=CC=C(C5=CC(C(C6=CC=C(CC(CCCC)CC)S6)=C(SC(C)=C7)C7=C8C9=CC=C(CC(CCCC)CC)S9)=C8S5)S4)C=C2)S1,5.57,3.07,2.07
CC(S1)=CC(CC(CCCC)CC)=C1C2=NC(S3)=C(S2)N=C3C4=C(C[C@@H](CCCC)CC)C=C(C5=CC([Si](CC(CCCC)CC)(CC(CC)CCCC)C6=C7C=CC(C)=C6)=C7C=C5)S4,5.42,3.22,2.22
CC(S1)=CC(CC(CCCC)CC)=C1C2=NC(S3)=C(S2)N=C3C4=C(C[C@@H](CCCC)CC)C=C(/C=C/C)S4,5.4,3.53,1.8
CC(S1)=CC(CC(CCCC)CC)=C1C2=NC(S3)=C(S2)N=C3C4=C(C[C@@H](CCCC)CC)C=C(C5=CC(N(C(CC(CC)CCCC)CC(CCCC)CC)C6=C7C=CC(C)=C6)=C7C=C5)S4,5.32,3.44,1.84
CC(S1)=CC(CCCCCCCC)=C1C2=NC(S3)=C(S2)N=C3C4=C(CCCCCCCC)C=C(C5=C(CCCCCCCC)C=C(C6=CC(CCCCCCCC)=C(C)S6)S5)S4,5.16,3.34,1.82
CC(S1)=CC(CC(CC)CCCC)=C1C2=NC(S3)=C(S2)N=C3C4=C(C[C@@H](CC)CCCC)C=C(C5=CC6=C(C(SC(C)=C7)=C7C6(C[C@H](CC)CCCC)CC(CC)CCCC)S5)S4,5.01,3.3,1.85
CC(S1)=CC(OCCCCCCCC)=C1C2=NC(S3)=C(S2)N=C3C4=C(OCCCCCCCC)C=C(C5=C(CCCCCCCC)C=C(C6=CC(CCCCCCCC)=C(C)S6)S5)S4,4.91,2.77,1.8
CC(S1)=CC(CC(CCCC)CC)=C1C2=NC(S3)=C(S2)N=C3C4=C(C[C@@H](CCCC)CC)C=C(S4)C5=CC6=C(C(SC(C)=C7)=C7N6CC(CCCCCCCC)CCCCCC)S5,4.91,3.18,1.73
CC(S1)=CC(CC(CCCC)CC)=C1C2=NC(S3)=C(S2)N=C3C4=C(C[C@@H](CCCC)CC)C=C(S4)C5=CC6=C(OC[C@@H](CCCCCC)CCCC)C7=C(C=C(C)S7)C(OCC(CCCCCC)CCCC)=C6S5,5.65,3.68,1.97
CC(S1)=CC=C1C2=CC(N3C[C@@H](CCCC)CCCCCC)=C(C(C(N(CC(CCCC)CCCCCC)C4=O)=CC(C5=CC=C(S5)C6=CC7=C(OC[C@@H](CCCCCC)CCCC)C8=C(C=C(C)S8)C(OCC(CCCCCC)CCCC)=C7S6)=C9)=C9C3=O)C4=C2,5.41,3.28,2.13
CC(S1)=CC=C1C2=CC3=C(C(C(N(CC(CCCC)CCCCCC)C4=O)=CC(C5=CC=C(S5)C6=CC7=C(OC[C@@H](CCCCCC)CCCC)C8=C(C=C(C)S8)C(OCC(CCCCCC)CCCC)=C7S6)=C9)=C9C(OCC(CCCCCC)CCCC)=N3)C4=C2,5.34,3.15,2.19
CC(S1)=CC=C1C2=CC3=C(C(C(N=C4OCC(CCCCCC)CCCC)=CC(C5=CC=C(S5)C6=CC7=C(OC[C@@H](CCCCCC)CCCC)C8=C(C=C(C)S8)C(OCC(CCCCCC)CCCC)=C7S6)=C9)=C9C(OCC(CCCCCC)CCCC)=N3)C4=C2,5.3,3.09,2.21
O=C1N(CCCCCCCC)C(C2=C(C)SC(C(S3)=CC4=C3C(OC[C@@H](CC)CCCC)=C5C(SC(C)=C5)=C4OCC(CC)CCCC)=C21)=O,5.56,3.75,1.8
O=C1N(C(CCCCCCCC)CCCCCCCC)C(C2=C(C)SC(C3=CC4=C(OC[C@@H](CC)CCCC)C5=CC(SC(C)=C6)=C6C(OC[C@@H](CC)CCCC)=C5C=C4S3)=C21)=O,5.3,3.5,1.8
O=C1N(C(CCCCCCCC)CCCCCCCC)C(C2=C(C)SC(C3=CC4=C(OC[C@@H](CC)CCCC)C(SC(C)=C5)=C5C(OCC(CC)CCCC)=C4S3)=C21)=O,5.47,3.59,1.88
O=C1N(CCCCCCCC)C(C2=C(C)SC(C(S3)=CC4=C3C(OC[C@@H](CC)CCCC)=C5C(SC(C)=C5)=C4OCC(CC)CCCC)=C21)=O,5.43,3.4,1.82
CC1=C(C(N(CCCCCCCC)C2=O)=O)C2=C(C(S3)=C(CCCCCC)C(CCCCCC)=C3C4=C(C(N(CCCCCCCC)C5=O)=O)C5=C(C6=CC(C(C7=CC=C(CC(CCCC)CC)S7)=C(SC(C)=C8)C8=C9C%10=CC=C(C[C@@H](CCCC)CC)S%10)=C9S6)S4)S1,5.62,3.43,2.04
CC1=CC2=C(C(C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)=NC(C=C3)=C4C5=C3C6=C7SC(C8=CC=C(C9=C(C(N(CC(CCCC)CC)C%10=O)=O)C%10=C(C%11=CC=C(C)S%11)S9)S8)=C6)=C4C%12=C2C=CC%13=C%12C5=C7C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)=N%13)S1,5.35,3.51,1.9
O=C1N(CCCCCCCC)C(C2=C(C)SC(C(S3)=CC4=C3C(C5=CC=C(CC(CC)CCCC)O5)=C6C(SC(C)=C6)=C4C7=CC=C(C[C@H](CCCC)CC)O7)=C21)=O,4.85,2.76,1.78
O=C1N(CCCCCCCC)C(C2=C(C)SC(C(S3)=CC4=C3C(C5=CC=C(CC(CC)CCCC)S5)=C6C(SC(C)=C6)=C4C7=CC=C(C[C@H](CCCC)CC)S7)=C21)=O,5.01,2.76,1.88
O=C1N(CCCCCCCC)C(C2=C(C)SC(C(S3)=CC4=C3C(C5=CC=C(CC(CC)CCCC)[Se]5)=C6C(SC(C)=C6)=C4C7=CC=C(C[C@H](CCCC)CC)[Se]7)=C21)=O,4.98,2.76,1.85
CC1=CC2=C(C3=CC=C(CC(CCCC)CCCCCC)S3)C(S4)=C(C(C5=CC=C(CC(CCCC)CCCCCC)S5)=C2S1)C=C4C6=CC=C(S6)C7=CC8=C(C=C(C9=CC=C(C)S9)C%10=NN(CCCCCCCC)N=C%108)C%11=NN(CCCCCCCC)N=C7%11,5.21,3.31,1.9
CC1=CC2=C(C3=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S3)C(S4)=C(C(C5=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S5)=C2S1)C=C4C6=CC=C(S6)C7=CC8=C(C=C(C9=CC=C(C)S9)C%10=NN(CCCCCCCC)N=C%108)C%11=NN(CCCCCCCC)N=C7%11,5.23,3.3,1.93
CC1=CC2=C(C3=C(CCCCCCCCCC)C=C(CCCCCCCCCC)S3)C(S4)=C(C(C5=C(CCCCCCCCCC)C=C(CCCCCCCCCC)S5)=C2S1)C=C4C6=CC=C(S6)C7=CC8=C(C=C(C9=CC=C(C)S9)C%10=NN(CCCCCCCC)N=C%108)C%11=NN(CCCCCCCC)N=C7%11,5.21,3.31,1.9
CC1=CC=C(C2=CC=C(C3=CC=C(C4=CC(C(SC[C@H](CCCCCC)CCCC)=C(SC(C)=C5)C5=C6SCC(CCCCCC)CCCC)=C6S4)O3)C7=NN(CC(CCCCCC)CCCC)N=C27)O1,5.38,3.28,1.83
CC1=CC=C(C2=CC=C(C3=CC=C(C4=CC(C(SC[C@H](CCCCCC)CCCC)=C(SC(C)=C5)C5=C6SCC(CCCCCC)CCCC)=C6S4)S3)C7=NN(CC(CCCCCC)CCCC)N=C27)S1,5.32,3.26,1.81
CC1=CC=C(C2=C(F)C(F)=C(C3=CC=C(C4=CC(C(CCC(CCCCCC)CCCC)=C(SC(C)=C5)C5=C6CCC(CCCCCC)CCCC)=C6S4)S3)C7=NN(CC(CCCCCC)CCCC)N=C27)S1,5.45,3.45,2.0
CC1=CC=C(C2=NN=C(C3=CC=C(C4=CC(C(CCC(CCCCCC)CCCC)=C(SC(C)=C5)C5=C6CCC(CCCCCC)CCCC)=C6S4)S3)C7=NN(CC(CCCCCC)CCCC)N=C27)S1,5.66,3.73,1.93
CC1=CC=C(C2=C(C#N)N=C(C3=CC=C(C4=CC(C(CCC(CCCCCC)CCCC)=C(SC(C)=C5)C5=C6CCC(CCCCCC)CCCC)=C6S4)S3)C7=NN(CC(CCCCCC)CCCC)N=C27)S1,5.67,3.83,1.84
CC1=CC=C(C2=C(C#N)C(C#N)=C(C3=CC=C(C4=CC(C(CCC(CCCCCC)CCCC)=C(SC(C)=C5)C5=C6CCC(CCCCCC)CCCC)=C6S4)S3)C7=NN(CC(CCCCCC)CCCC)N=C27)S1,5.73,3.96,1.77
CC1=CC=C(C2=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(C3=CC=C(C4=CC(C(C5=CC(F)=C(CC(CC)CCCC)C(F)=C5)=C(SC(C)=C6)C6=C7C8=CC(F)=C(CC(CCCC)CC)C(F)=C8)=C7S4)S3)C9=NSN=C29)S1,5.5,3.69,1.81
CC1=CC=C(C2=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(C3=CC=C(C4=CC(C(C5=CC(F)=C(CC(CC)CCCC)C(F)=C5)=C(SC(C)=C6)C6=C7C8=CC(F)=C(CC(CCCC)CC)C(F)=C8)=C7S4)S3)C9=NON=C29)S1,5.62,3.8,1.82
CC1=CC=C(C2=C(C(N(CCCCCCCC)C3=O)=O)C3=C(C4=CC=C(C5=CC(C(C6=CC=C(CC(CC)CCCC)S6)=C(SC(C)=C7)C7=C8C9=CC=C(CC(CC)CCCC)S9)=C8S5)S4)C%10=NN(CCCCCCCC)N=C2%10)S1,5.34,3.46,1.81
CC1=CC=C(C(C2=C3SC(C(OCC(CCCCCC)CCCC)=O)=C2)=C4C(C=C(C(OCC(CCCCCC)CCCC)=O)S4)=C3C5=CC=C(C6=CC(C(OCC(CC)CCCC)=C(SC(C)=C7)C7=C8OCC(CCCC)CC)=C8S6)S5)S1,5.56,3.49,2.07
CC1=CC=C(C(C2=C3SC(C(OCC(CCCCCC)CCCC)=O)=C2)=C4C(C=C(C(OCC(CCCCCC)CCCC)=O)S4)=C3C5=CC=C(C6=CC(C(C7=CC=C(CC(CC)CCCC)S7)=C(SC(C)=C8)C8=C9C%10=CC=C(CC(CCCC)CC)S%10)=C9S6)S5)S1,5.67,3.58,2.09
CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC(CC(CC)CCCC)=C(F)S7)=C(SC(C)=C8)C8=C9C%10=CC(CC(CC)CCCC)=C(F)S%10)=C9S6)S5)S1,5.45,3.65,1.8
CC1=CC=C(C2=CC=C(C3=NN(CCCCCCCC)N=C32)C4=CC=C(C5=CC(C(C6=CC=C(CC(CCCCCCCC)CCCCCC)S6)=C(SC(C)=C7)C7=C8C9=CC=C(CC(CCCCCCCC)CCCCCC)S9)=C8S5)S4)S1,5.13,3.16,1.88
CC1=CC=C(C2=C(F)C(F)=C(C3=NN(CCCCCCCC)N=C32)C4=CC=C(C5=CC(C(C6=CC=C(CC(CCCCCCCC)CCCCCC)S6)=C(SC(C)=C7)C7=C8C9=CC=C(CC(CCCCCCCC)CCCCCC)S9)=C8S5)S4)S1,5.26,3.08,1.91
CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(SC[C@@H](CC)CCCC)O7)=C(SC(C)=C8)C8=C9C%10=CC=C(SCC(CCCC)CC)O%10)=C9S6)S5)S1,5.31,3.45,1.74
CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(SC[C@@H](CC)CCCC)S7)=C(SC(C)=C8)C8=C9C%10=CC=C(SCC(CCCC)CC)S%10)=C9S6)S5)S1,5.52,3.56,1.81
CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(SC[C@@H](CC)CCCC)[Se]7)=C(SC(C)=C8)C8=C9C%10=CC=C(SCC(CCCC)CC)[Se]%10)=C9S6)S5)S1,5.53,3.59,1.8
CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(SC[C@@H](CC)CCCC)S7)=C(SC(C)=C8)C8=C9C%10=CC=C(SCC(CCCC)CC)S%10)=C9S6)S5)S1,5.52,3.56,1.8
CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC(OC)=C(SC[C@@H](CC)CCCC)S7)=C(SC(C)=C8)C8=C9C%10=CC(OC)=C(SCC(CCCC)CC)S%10)=C9S6)S5)S1,5.65,3.55,1.81
CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)OC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(CCCCCCCC)S7)=C(SC(C)=C8)C8=C9C%10=CC=C(CCCCCCCC)S%10)=C9S6)S5)S1,5.51,3.52,1.82
CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(CCCCCCCC)S7)=C(SC(C)=C8)C8=C9C%10=CC=C(CCCCCCCC)S%10)=C9S6)S5)S1,5.53,3.57,1.81
CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)[Se]C(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(CCCCCCCC)S7)=C(SC(C)=C8)C8=C9C%10=CC=C(CCCCCCCC)S%10)=C9S6)S5)S1,5.46,3.53,1.8
CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)SC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=C(C9=CC=C(CCCCCCCC)S9)C(SC%10=C%11SC(C)=C%10)=C%11C(C%12=CC=C(CCCCCCCC)S%12)=C8S7)S6)S5)S1,5.4,3.4,1.85
CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCCCC)CCCCCCCC)SC(C[C@@H](CCCCCC)CCCCCCCC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=CC=C(SCC(C)C)S8)C(SC(C)=C9)=C9C(C%10=CC=C(SCC(C)C)S%10)=C7S6)S5)S1,5.49,3.46,1.86
